,Unnamed: 0.3,Регион,Всего_постов,Тональность_Берт,Стандартное_отклонение_Берт,Доля_негативных_Берт,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Мигранты_всех_национальностей,Мигранты_всех_национальностей_доля,Мигранты_всех_национальностей_доля_логарифм,Всего_указали,Казахи_доля,Кыргызы_доля,Таджики_доля,Туркмены_доля,Узбеки_доля,Казахи,Кыргызы,Таджики,Туркмены,Узбеки,Всего_мигрантов,Доля_мигрантов,Тональность,ВРП,Инфляция,ИЭМ,Процент_русских,Русский_регион,Распространенная_национальность,Процент_горожан,Мигранты_логарифм,Узбеки_логарифм,Таджики_логарифм,Киргизы_логарифм,Кыргызы_логарифм,Казахи_логарифм,Туркмены_логарифм,Дисперсия,Доля_негативных,Стандартное_отклонение,Доля_занятых_средний_малый_бизнес,Индекс_рынка_труда,Высокопроизводительные_23,Отрасль,НТР,Преступления_23,Рост_преступлений_23,Тяжкие_преступления_23,Рост_тяжких_преступлений_23,Преступления_24,Рост_преступлений_24,Тяжкие_преступления_24,Рост_тяжких_преступлений_24,Уровень_жизни_23,Преступность,Уровень_жизни_24,Средний_уровень_жизни,Доля_негативных_логарифм,Стандартное_отклонение_логарифм,Моложе_трудоспособного,Трудоспособное,Старше_трудоспособного,Нагрузка_дети,Нагрузка_старики,Рождаемость,Безработица,ВРП_на_душу,ВРП_на_душу_обратный
17,17,г. Москва,486,0.239,0.4266145801540308,76.1,17,17,17,59419,0.0047889011680537,-5.341454295117201,12407648,0.0002430758835195,0.0001882709760947,0.0003619541753602,5.835110731703543e-05,0.0007166547600318,3016,2336,4491,724,8892,19459,0.15683069023234,-0.1633333333333334,28507.4,110.09,0.1860472196867621,0.90207995692781,1,"Русские (великороссы, гураны, древляне,  кержаки, кривичи, кубанцы, кулугуры, мещеряки, молокане, русаки, русичи, сибиряки, скобари, чалдоны, челдоны, якутяне)",1.0,-6.457758647683673,-7.240916339557804,-7.923992941554127,-8.5776282706939,-8.5776282706939,-8.322136885514283,-9.749032222256067,0.0755057471264367,0.5666666666666667,0.2747830910489886,56.5,98.1,460,Оптовая и розничная торговля,81.15,102.2,-3.0,38.3,6.1,99.6,-2.3,43.3,13.4,81.15,100.9,84.085,82.6175,-0.5679840376059393,-1.291773252372124,0.133,0.614,0.253,0.218,0.411,1.4533333333333331,0.5,2463550.4,4.059182227406429e-07
18,18,Республика Карелия,134,0.41,0.4939635614091388,59.0,18,18,18,1061,0.0021996703604266,-6.119447766014154,482345,4.146409727477221e-05,0.0001368315210067,0.0003151271392882,9.122101400449884e-05,0.0001948812571914,20,66,152,44,94,376,0.07795250287657,-0.1791666666666667,391.4,108.57,0.2498955785660372,0.8639718588788079,1,"Русские (великороссы, древляне, русаки, сибиряки, скобари)",0.7947163964653428,-7.156825761238236,-8.543120122358255,-8.06253438378205,-8.896760162602035,-8.896760162602035,-10.09068263107412,-9.302225270709847,0.0860688405797101,0.4583333333333333,0.2933749147076316,47.1,56.61,390,Обрабатывающие производства,26.47,210.1,-6.4,47.9,-5.4,214.5,1.3,48.6,0.7,26.47,212.3,43.628,35.049,-0.7801585575495751,-1.2263039155391329,0.171,0.546,0.283,0.313,0.52,1.4876666666666667,3.1,825855.7,1.2108652879673774e-06
19,19,Республика Коми,43,0.163,0.3741657386773941,83.7,19,19,19,1243,0.0021018350051066,-6.164944503848649,591388,0.0001302021684579,0.0001285112312052,0.0001386568547214,6.763749010801707e-06,0.0001707846625227,77,76,82,4,101,340,0.05749186659180999,-0.11875,975.7,109.3,0.4643721056891915,0.6969030378591425,1,"Русские (великороссы, русаки, сибиряки, староверы, чалдоны, якутяне)",0.7746502352094523,-7.461281977749217,-8.675107078518339,-8.883508348095345,-8.959494255073267,-8.959494255073267,-8.946422173505916,-11.90393323423946,0.0925403225806451,0.5625,0.3042044092064498,33.7,63.34,395,Транспортировка и хранение,27.45,213.2,4.7,56.4,15.8,180.0,-16.3,54.2,-4.6,27.45,196.6,46.262,36.856,-0.5753641449035618,-1.190055404829214,0.188,0.574,0.238,0.328,0.415,1.5336666666666667,2.65,1450357.4,6.894852261932129e-07
20,20,Архангельская область,55,0.182,0.3898717737923585,81.8,20,20,20,1288,0.0013567506243896,-6.6026626848111,949327,1.264053376760589e-05,2.106755627934316e-05,0.000158006672095,3.160133441901474e-06,9.164386981514273e-05,12,20,150,3,87,272,0.028651876539900003,-0.3,700.2,108.04,0.0738236722178845,0.9623132391982996,1,"Русские (русаки, чалдоны)",0.7728703223637592,-8.157706525179561,-9.297600472820742,-8.752873297379535,-10.76777631792134,-10.76777631792134,-11.27860194168733,-12.66489630280722,0.1013333333333333,0.8387096774193549,0.3183289703016886,34.6,55.93,447,Обрабатывающие производства,39.7,179.1,2.9,48.1,-5.1,173.9,-3.7,49.1,1.1,39.7,176.5,41.326,40.513000000000005,-0.1758906664636641,-1.1446699331220125,0.179,0.5529999999999999,0.268,0.325,0.485,1.4243333333333332,0.25,1260674.9,7.932259141512217e-07
21,21,Вологодская область,187,0.444,0.4979959839195493,55.6,21,22,22,2380,0.0022962134668095,-6.076493831497485,1036489,5.113416543735631e-05,0.0001157754689147,0.0003261009041099,5.78877344573845e-06,0.0004544187154904,53,120,338,6,471,988,0.09532180273982,-0.2354838709677419,1024.2,110.02,0.064685796164132,0.9671047805961124,1,"Русские (ведруссы, великороссы, русаки, сибиряки, чалдоны,челдоны)",0.7241489744292006,-6.955666900415169,-7.696491504146701,-8.02830370268005,-9.06385785538152,-9.06385785538152,-9.881057684610846,-12.05959012893491,0.1676989247311828,0.6774193548387096,0.4095105917203886,43.9,63.55,344,Обрабатывающие производства,38.29,152.8,-0.9,41.6,6.7,145.8,-5.2,42.8,2.1,38.29,149.3,50.918,44.604,-0.3894647667617233,-0.8927925110164524,0.18,0.5539999999999999,0.266,0.324,0.479,1.3236666666666668,1.55,961567.4,1.0399687011019716e-06
22,22,Калининградская область,562,0.263,0.4404543109109048,73.7,22,23,23,14017,0.0077341487746309,-4.86210984954154,1812352,0.0002383642912635,0.0003244402853308,0.0006455699555053,3.972738187725122e-05,0.0020360283212091,432,588,1170,72,3690,5952,0.32841302351861,-0.1870967741935484,738.0,110.34,0.165926223432023,0.9129813038368976,1,"Русские (великороссы, гураны, кривичи, сибиряки, скобари, чалдоны, челдоны, якутяне)",0.7678350547493801,-5.718653430691661,-6.196754270170027,-7.345376979412836,-8.033409059306223,-8.033409059306223,-8.341710418960508,-10.13346988818853,0.0558279569892472,0.7741935483870968,0.2362794044965564,48.5,63.33,250,Обрабатывающие производства,28.92,126.6,3.3,36.0,29.1,125.0,-1.1,38.7,7.7,28.92,125.8,67.717,48.3185,-0.2559333741372006,-1.4427402568757337,0.163,0.588,0.249,0.277,0.424,1.213666666666667,1.85,760027.0,1.31574273019248e-06
23,23,Мурманская область,190,0.4,0.4909175083453431,60.0,23,24,24,1697,0.0028175327909679,-5.871893673797606,602300,8.301510874979246e-05,0.0002872322762742,0.0001477668935746,8.301510874979247e-06,0.0003569649676241,50,173,89,5,215,532,0.08832807570977,-0.196875,1148.7,108.15,0.1905313422860865,0.8993093655199123,1,"Русские (великороссы, русаки, сибиряки)",0.9309540782096132,-7.031867449690272,-7.937872910904171,-8.819874569299879,-8.155219344534318,-8.155219344534318,-9.396487933603666,-11.69907302659771,0.1145060483870968,0.78125,0.3383874235061002,33.7,68.66,395,Обрабатывающие производства,39.72,189.4,3.3,58.2,13.4,184.0,-3.2,57.2,-2.1,39.72,186.7,55.343,47.5315,-0.2468600779315257,-1.083563816520771,0.182,0.595,0.223,0.305,0.376,1.378,2.45,1714647.5,5.832102516698038e-07
24,24,Новгородская область,422,0.284,0.4516635916254485,71.6,24,25,25,1562,0.0030596314730695,-5.789460803907978,510519,6.855768345546395e-05,4.896977389675996e-05,0.0004505219198501,3.134065529392638e-05,0.0004093873097769,35,25,230,16,209,515,0.10087773422731999,-0.236,380.6,109.2,0.089258902477488,0.95427440899738,1,"Русские (великороссы, гураны, русаки, сибиряки, чалдоны)",0.7297540054886379,-6.899016233643908,-7.800848882342811,-7.705103825384597,-9.924307309439389,-9.924307309439389,-9.587835072818176,-10.37059441206781,0.2382333333333334,0.8,0.4880915214724933,38.6,65.76,279,Обрабатывающие производства,40.75,197.3,7.0,57.5,5.9,191.9,-3.5,58.3,0.6,40.75,194.6,51.424,46.087,-0.2231435513142097,-0.7172523467121567,0.1669999999999999,0.537,0.296,0.311,0.55,1.2086666666666668,0.95,712876.7,1.402767126489055e-06
25,25,Псковская область,506,0.506,0.5,49.4,25,26,26,2015,0.0034695676729273,-5.663725282719835,580764,4.821235476028128e-05,4.993422457314848e-05,0.0006009325646906,8.781536045622662e-05,0.0005596076891818,28,29,349,51,325,782,0.13465021936621002,-0.2592592592592592,357.0,108.47,0.0825406275073176,0.9577831821552454,1,"Русские  (великороссы, кривичи,  русаки, сибиряки, скобари, челдоны, якутяне)",0.7085483838660355,-6.610245016555314,-7.488274574770922,-7.417027834898248,-9.90480392711412,-9.90480392711412,-9.93989524692539,-9.340274124376268,0.2286609686609687,0.5925925925925926,0.4781850778317625,36.1,58.13,284,Обрабатывающие производства,20.44,151.7,2.3,49.2,23.0,158.4,3.3,49.0,-1.6,20.44,155.05,49.027,34.7335,-0.5232481437645479,-0.7377574293135474,0.155,0.5529999999999999,0.292,0.281,0.529,1.2940000000000005,2.15,494039.9,2.0241280107133046e-06
26,26,г. Санкт-Петербург,448,0.259,0.4381780460041329,74.1,26,27,27,45228,0.0028588422914985,-5.857338529283595,15820390,9.234917723267251e-05,3.92531410414029e-05,0.0001382393227979,6.934089488312235e-05,0.0001982252017807,1461,621,2187,1097,3136,8502,0.053740773773589996,-0.2148148148148148,11166.4,109.46,0.1785736652857043,0.9062639051325216,1,"Русские (великороссы, кулугуры, русаки, сибиряки, чалдоны)",1.0,-7.528753463420035,-8.526106790868633,-8.88652415166257,-10.14547909040525,-10.14547909040525,-9.28993376058803,-9.5764757120635,0.0582336182336182,0.6296296296296297,0.2413164276082717,62.9,97.1,478,Обрабатывающие производства,70.99,119.7,6.4,36.6,11.1,116.2,-2.9,40.6,10.8,70.99,117.95,83.388,77.189,-0.4626235219481129,-1.421646229065181,0.139,0.602,0.259,0.231,0.429,1.2573333333333334,1.5,1948243.8,5.132827831917135e-07
27,27,Республика Адыгея,22,0.364,0.4919349550499537,63.6,27,28,28,2335,0.0050736824722196,-5.283688399144456,460218,0.0002542273444324,3.259324928620784e-05,0.0002520544611466,0.0006496921024384,0.000325932492862,117,15,116,299,150,697,0.15144996501657002,-0.1894736842105263,358.0,107.49,0.533856228700468,0.6443319974027719,1,"Русские (русаки, сибиряки)",0.4944278314625282,-6.492670158486972,-8.028820275151421,-8.285865378141365,-10.33140536814523,-10.33140536814523,-8.277281634449764,-7.339011995856764,0.0532163742690058,0.631578947368421,0.2306867448923016,46.0,57.01,214,Обрабатывающие производства,19.19,76.2,-13.5,23.6,15.5,90.0,18.6,33.6,43.0,19.19,83.1,63.667,41.4285,-0.4595323293784402,-1.4666945714899278,0.193,0.5720000000000001,0.235,0.339,0.411,1.382,1.3,446662.0,2.2388293609037704e-06
28,28,Республика Калмыкия,79,0.304,0.4626013402488151,69.6,28,29,29,919,0.003573053191448,-5.634334812996539,257203,3.499181580308161e-05,0.0001866230176164,0.0001321913041449,0.001318025061916,0.0005248772370462,9,48,34,339,135,565,0.21967084365267,-0.1366666666666667,371.0,110.26,0.5421151563226221,0.2570624462735955,0,"Калмыки (болдыры, калмыки-ойраты, ойрат, ойрат-калмыки, ойраты, хальмг, хойты) ",0.4668161552485092,-6.120795204205827,-7.552346156913843,-8.931260410736632,-8.586419924444524,-8.586419924444524,-10.26039635801601,-6.631620827971832,0.0761954022988505,0.6666666666666666,0.2760351468542558,56.0,35.29,206,Государственная служба,15.12,99.5,-2.3,25.2,0.8,104.4,5.8,33.5,34.2,15.12,101.95,45.939,30.5295,-0.4054651081081644,-1.2872270776976646,0.215,0.563,0.222,0.381,0.395,1.2623333333333333,3.35,627610.2,1.593345678575651e-06
29,29,Республика Крым,229,0.253,0.4358898943540673,74.7,29,30,30,5761,0.0031255459261566,-5.768146314681294,1843198,3.797747176374974e-05,1.302084746185706e-05,2.332901836916056e-05,4.340282487285685e-06,0.0001019966384512,70,24,43,8,188,333,0.018066425853320002,-0.1333333333333333,655.9,109.57,0.441050154700884,0.7293974676707465,1,"Русские (великороссы, гураны, киржаки, кубанцы, мещеряки, русаки, сибиряки, чалдоны, якутяне)",0.5047264851677065,-8.618870174433601,-9.19057070158386,-10.66581254872011,-11.24895883406573,-11.24895883406573,-10.17851742236432,-12.34757112273384,0.1519540229885058,0.4666666666666667,0.3898128050596925,43.3,61.87,219,Обрабатывающие производства,29.71,110.0,1.5,31.5,11.3,115.1,4.2,33.7,6.6,29.71,112.55,55.808,42.759,-0.7621400520468967,-0.9420886421155216,0.173,0.5539999999999999,0.273,0.312,0.493,1.5046666666666668,2.25,377647.9,2.647969179757123e-06
30,30,Краснодарский край,782,0.281,0.4494441010848846,71.9,30,31,31,14284,0.0025062551102408,-5.98896562791265,5699340,0.0001282604652468,2.666975474353171e-05,8.141293553288627e-05,1.193120606947471e-05,0.0001482627813045,731,152,464,68,845,2260,0.039653714289720005,-0.05,4304.0,109.48,0.1457481605636364,0.9234344562076146,1,"Русские (ведруссы, великороссы, гураны,  кубанцы, мещеряки, молокане, русаки, сибиряки, челдоны,  якутяне)",0.5687974851467206,-7.832740844360765,-8.816524309269814,-9.41597638440072,-10.5319804157807,-10.5319804157807,-8.961447476877611,-11.33635323145087,0.0956896551724137,0.5333333333333333,0.3093374454740547,45.7,76.4,239,Оптовая и розничная торговля,32.3,128.0,-3.4,37.2,10.0,126.4,-1.0,37.8,1.7,32.3,127.2,76.13,54.215,-0.6286086594223742,-1.1733225413940382,0.161,0.594,0.245,0.272,0.412,1.521,1.7999999999999998,819068.7,1.2208988086103156e-06
31,31,Астраханская область,51,0.196,0.4012480529547776,80.4,31,32,32,2462,0.0028782495753354,-5.85057295595315,855381,0.0002139397531626,3.273395130357115e-05,0.0002653788194968,0.0001110616204942,0.000653509956382,183,28,227,95,559,1092,0.12766241008391999,-0.1354838709677419,765.2,108.29,0.514737468537446,0.6709959628924472,1,"Русские (великороссы, русаки, чалдоны)",0.6435235621397668,-6.663536106392745,-7.333152789542453,-8.234352245216169,-10.32709775252233,-10.32709775252233,-8.449816109856236,-9.10542537109753,0.1056989247311828,0.5806451612903226,0.3251137104632513,31.6,61.22,197,Обрабатывающие производства,22.38,128.7,-6.3,38.2,5.2,117.6,-9.1,37.0,-3.4,22.38,123.15,51.323,36.8515,-0.5436154465889815,-1.1235802794970904,0.191,0.583,0.226,0.328,0.388,1.6256666666666666,1.95,819951.6,1.2195841803345466e-06
32,32,Волгоградская область,250,0.196,0.3974921382870358,80.4,32,33,33,3418,0.0015240014624706,-6.486415862091765,2242780,3.56700166757328e-05,9.36337937737986e-06,0.0001881593379644,1.248450583650648e-05,0.0001685408287928,80,21,422,28,378,929,0.04142180686469,-0.2096774193548387,1218.8,108.72,0.1436018764654198,0.92516183476639,1,"Русские (великороссы, кулугуры, молокане, русаки, сибиряки, чалдоны)",0.7739966034610788,-7.789117986953522,-8.68833253014788,-8.578221411731715,-11.57870428804382,-11.57870428804382,-10.24120009109336,-11.29102221559204,0.0749032258064516,0.5806451612903226,0.2736845370247498,31.9,73.32,239,Обрабатывающие производства,39.47,132.9,-8.9,39.1,1.0,136.2,1.8,42.2,7.2,39.47,134.55,55.76,47.615,-0.5436154465889815,-1.2957791606047229,0.133,0.604,0.263,0.22,0.434,1.1123333333333332,1.95,562548.1,1.777625771022958e-06
33,33,Ростовская область,252,0.234,0.4242640687119285,76.6,33,34,34,14116,0.001421702761997,-6.555899997582017,9928939,2.447391408084993e-05,1.238803058413392e-05,6.81845260606395e-05,6.979597719353498e-05,0.0001623537016392,243,123,677,693,1612,3348,0.03371961495583,-0.15625,2325.8,109.46,0.158509365638237,0.9169360737896256,1,"Русские (великороссы, русаки, сибиряки)",0.6788505042815187,-7.994845750768021,-8.725733259310699,-9.593292909464884,-11.29877982700474,-11.29877982700474,-10.61790273903661,-9.569934183187256,0.065766129032258,0.625,0.2564490768793252,40.9,72.91,246,Обрабатывающие производства,50.95,130.8,-4.8,35.9,14.0,125.2,-4.6,36.7,1.9,50.95,128.0,68.296,59.623000000000005,-0.4700036292457356,-1.36082516476603,0.152,0.585,0.263,0.259,0.449,1.295,2.05,647630.7,1.5440898647948594e-06
34,34,Республика Дагестан,164,0.207,0.406201920231798,79.3,34,35,35,2610,0.0008632662356068,-7.05478741433347,3023401,4.961300204637096e-06,8.599587021370966e-06,2.811403449294354e-05,1.323013387903226e-06,3.572136147338709e-05,15,26,85,4,108,238,0.007871929658024192,-0.2793103448275862,913.3,111.03,0.8281917117196076,0.0326212116522969,0,"Аварцы (аварал, аваро-даргинцы, аваро-кумыки, аваро-лезгины, аваро-чеченцы, аварцы белоканские, маарулал, телетлинцы, тляратинцы, хунзахцы)",0.4521104921538101,-9.449622240978671,-10.23976168752593,-10.47924165815983,-11.66379637662866,-11.66379637662866,-12.21384271354794,-13.53559855353026,0.2338423645320198,0.6206896551724138,0.4835725018360947,30.0,18.06,93,Государственная служба,17.33,43.7,-2.4,12.7,-4.1,42.9,-1.1,14.1,12.1,17.33,43.3,47.633,32.4815,-0.4769240720903093,-0.7265540232392801,0.267,0.606,0.127,0.441,0.209,1.8213333333333328,11.0,321237.1,3.112965470053117e-06
35,35,Республика Ингушетия,122,0.41,0.4939635614091388,59.0,35,36,36,236,0.0004835956566552,-7.634261420539403,488011,8.196536553479328e-06,0.0,2.868787793717765e-05,0.0,3.278614621391731e-05,4,0,14,0,16,34,0.006967056070457428,-0.0214285714285714,361.0,108.74,0.0701004907970973,0.0067068862659502,0,"Ингуши (галга, галгаи, карабулакцы, мелхи с языком ингушским, мелхистинцы, нарт-орстхойцы, ортсхой, орстхо, орцхо, аланы с языком ингушским, вайнахи с языком ингушским, чечено-ингуши с языком ингушским)",0.5479755309190035,-9.571732700948685,-10.32550450332507,-10.45903589594959,-inf,-inf,-11.71179886444496,-inf,0.0847089947089947,0.4285714285714285,0.2910480968997989,13.3,6.7,80,Государственная служба,7.45,40.8,-5.2,18.9,10.6,36.8,-8.4,14.5,-22.3,7.45,38.8,34.085,20.7675,-0.8472978603872038,-1.2342667440255095,0.246,0.6629999999999999,0.091,0.371,0.138,1.8113333333333328,24.55,182203.7,5.488362750042946e-06
36,36,Кабардино-Балкарская Республика,246,0.268,0.4438468204234429,73.2,36,37,37,1495,0.0016585385335634,-6.401818465862507,901396,2.551597743943838e-05,4.437561293815371e-06,3.88286613208845e-05,5.879768714305367e-05,8.986061619976126e-05,23,4,35,53,81,196,0.02174405033969,-0.1321428571428571,,108.98,0.6148499787321677,0.1983946164822553,0,"Кабардинцы (адыге с языком кабардинским, адыги с языком кабардинским, адыги-черкесы с языком кабардинским, адыгэ с языком кабардинским, армяно-кабардинцы с языком кабардинским, кабардино-балкарцы, моздокские кабардинцы, чечено-кабардинцы с языком кабардино-черкесским)",0.518867507188675,-8.433585292456964,-9.3172507970148,-10.15635189019782,-12.32540559056735,-12.32540559056735,-10.57620573575809,-9.741408038135114,0.1281878306878307,0.5357142857142857,0.3580332815365503,30.6,24.25,109,Государственная служба,18.74,77.2,-6.0,25.7,12.2,76.8,-0.3,27.6,7.5,18.74,77.0,51.866,35.303,-0.6241543090729939,-1.027129331716537,0.214,0.597,0.1889999999999999,0.358,0.316,1.6096666666666668,2.8,321883.7,3.106712144790184e-06
37,37,Карачаево-Черкесская Республика,32,0.125,0.3361547262794322,87.5,37,38,38,890,0.0019074235208895,-6.262001889507478,466598,2.786124243995902e-05,1.285903497228878e-05,1.071586247690732e-05,0.0010415818327553,0.0001757401446212,13,6,5,486,82,592,0.12687581172658,-0.1909090909090909,353.0,108.78,0.7029806098183193,0.2754798518352228,0,"Карачаевцы (аланы с языком карачаевским, карачаево-черкесы, карачай)",0.4134911091483724,-6.669716717349678,-8.646504104969864,-11.44378543979956,-11.26146388300561,-11.26146388300561,-10.48827399477213,-6.867014728333256,0.0313419913419913,0.8636363636363636,0.1770366949024731,28.1,31.37,126,Государственная служба,14.21,95.1,0.5,26.6,1.0,107.9,13.4,33.8,27.1,14.21,101.5,41.889,28.0495,-0.1466034741918754,-1.7313982520620843,0.208,0.585,0.207,0.356,0.353,1.346,3.75,305968.9,3.268306027181193e-06
38,38,РСО-Алания,97,0.289,0.454972526643093,71.1,38,39,39,1077,0.0016613499355204,-6.400124792924257,648268,6.170287597104901e-06,7.712859496381126e-06,5.090487267611543e-05,7.404345116525881e-05,7.095830736670637e-05,4,5,33,48,46,136,0.02097897783015,-0.0511,364.0,109.71,0.4981120490597539,0.1891396343774902,0,"Осетины (аланы, северо-осетины)",0.6321009315392146,-8.469404584344854,-9.553418073591493,-9.885551908614108,-11.77262155764649,-11.77262155764649,-11.9957651089607,-9.510858459172695,0.0611029411764706,0.5537,0.2805352027821107,31.2,27.94,156,Государственная служба,17.04,127.5,7.6,39.3,8.3,154.4,20.8,42.7,8.5,17.04,140.95,49.035,33.037499999999994,-0.3483066942682157,-1.3975976384343476,0.183,0.5920000000000001,0.225,0.309,0.38,1.6043333333333332,6.800000000000001,392101.6,2.5503593966461754e-06
39,39,Чеченская Республика,142,0.296,0.458257569495584,70.4,39,40,40,1601,0.0010605163343362,-6.848999381592345,1509642,2.914598295489924e-05,2.649634814081749e-05,1.788503499505181e-05,0.0,9.273721849286122e-06,44,40,27,0,14,125,0.008280108794005467,-0.2192307692307692,352.0,109.49,0.0700198559028906,0.0120629537259138,0,"Чеченцы (вайнахи, грозненцы, мелхи, нохчий, нохчо, чечено-ингуши)",0.3815527156042001,-9.39906935728674,-11.58832576497378,-10.93154622858471,-10.5385036404751,-10.5385036404751,-10.44319346067078,-inf,0.1984153846153847,0.6153846153846154,0.4454384184322056,29.5,21.86,118,Государственная служба,13.34,14.6,-7.5,4.2,-3.4,16.6,15.6,5.3,27.3,13.34,15.6,48.327,30.8335,-0.4855078157817007,-0.8086962718566912,0.307,0.584,0.109,0.527,0.186,2.674666666666667,6.05,257429.5,3.884558684999194e-06
40,40,Ставропольский край,149,0.168,0.3754996671103717,83.2,40,41,41,73217,0.0026923555811229,-5.917338787838232,27194402,0.0001250257313986,8.737092288331988e-05,0.0003416879694578,0.0001274894737527,0.0003602947400718,3400,2376,9292,3467,9798,28333,0.10418688375644,-0.2709677419354839,1200.0,110.19,0.3093798762085417,0.8290221282204809,1,"Русские (великороссы, горяне, гураны, кубанцы, молокане, русаки, русичи, чалдоны, якутяне)",0.6055489884588386,-6.866739219231933,-7.928588139062834,-7.981612607370947,-9.34534802077862,-9.34534802077862,-8.986990990657622,-8.967476755576312,0.0554623655913978,0.6451612903225806,0.2355044916586472,32.8,66.02,206,Обрабатывающие производства,32.41,115.0,-0.9,34.3,2.0,107.2,-7.0,34.8,1.2,32.41,111.1,62.184,47.297,-0.4382549309311553,-1.4460252928470516,0.171,0.595,0.2339999999999999,0.287,0.394,1.2576666666666665,3.3,464154.3,2.1544559643204857e-06
41,41,Республика Башкортостан,402,0.164,0.3714835124201342,83.6,41,42,42,7629,0.0018735927793124,-6.279897419039221,4071856,6.630882821003494e-05,2.013823671564024e-05,0.0001932779548196,9.577941852560602e-06,0.0002141529562931,270,82,787,39,872,2050,0.050345591789099996,-0.2208333333333333,2242.6,108.87,0.7005605673703938,0.3749337638033998,1,"Русские (великороссы, гураны, кержаки, мерещяки, молокане, русаки, русско-устьинцы, челдоны)",0.6184132024481458,-7.594014400996992,-8.448820049220688,-8.551381224712136,-10.81289022586518,-10.81289022586518,-9.62118751413106,-11.55604782699979,0.1678079710144927,0.6666666666666666,0.4096437122848253,36.6,82.66,285,Обрабатывающие производства,52.48,127.9,2.8,36.9,13.6,126.1,-1.7,36.2,-2.3,52.48,127.0,63.187,57.8335,-0.4054651081081644,-0.8924674915055796,0.18,0.5770000000000001,0.243,0.312,0.421,1.348,0.95,604343.3,1.654688651301338e-06
42,42,Республика Марий Эл,161,0.168,0.3741657386773941,83.2,42,43,43,1777,0.0028491353186959,-5.860739727684551,623698,3.687682179516368e-05,6.41336031220238e-05,0.0005499456467713,0.0004489352218541,0.0004970354241956,23,40,343,280,310,996,0.15969267177383,-0.2398,,110.65,0.5606490491085875,0.5251276914395919,1,"Русские (великороссы, русаки)",0.6836524161235392,-6.439674298254659,-7.606849258360177,-7.505691108673358,-9.654542101725262,-9.654542101725262,-10.20792733991005,-7.708631952670098,0.1181818181818182,0.7131,0.3635931792539568,38.4,62.3,266,Обрабатывающие производства,35.41,123.5,7.2,38.9,25.6,158.7,28.1,43.5,11.2,35.41,141.1,51.213,43.3115,-0.2006706954621511,-1.0677655041654397,0.186,0.5579999999999999,0.256,0.333,0.458,1.3143333333333334,1.5,453700.8,2.20409573886579e-06
43,43,Республика Мордовия,89,0.135,0.3435112807463533,86.5,43,44,44,3170,0.0041366099111607,-5.487878688634049,766328,2.609848524391644e-05,8.351515278053261e-05,0.0007672954661711,0.0006107045547076,0.0004358447035734,20,64,588,468,334,1474,0.19234583624766,-0.23125,369.0,108.71,0.5510603377523067,0.54092062582841,1,Русские (русаки),0.6331794188515887,-6.253630482756102,-7.738224562528671,-7.172638607606792,-9.39048247214569,-9.39048247214569,-10.55363328195137,-7.400897259587788,0.0538306451612903,0.75,0.2320143210262899,31.4,62.37,292,Обрабатывающие производства,46.76,103.6,-1.4,31.4,14.6,125.9,20.6,36.2,14.5,46.76,114.75,54.331,50.5455,-0.2876820724517809,-1.4609561806593618,0.147,0.568,0.285,0.259,0.503,1.0,1.7,516284.8,1.9369154389205337e-06
44,44,Республика Татарстан,473,0.29,0.4538722287164087,71.0,44,45,45,14439,0.0036867081901145,-5.603021308478121,3916502,0.0001585598577506,0.0001756669599555,0.0003589938164208,0.000355163868166,0.0005093831178944,621,688,1406,1391,1995,6101,0.15577676201875998,-0.3225806451612903,4179.3,109.66,0.5495336078376197,0.4034475876851959,0,"Татары (башкирские татары, волжские татары, казанские татары, касимовские татары, поволжские татары, татар, татарлар, татаро-башкиры, татаро-русские с языком татарским, татары-мишари, тептяри, типтяр, нугай с языком татарским)",0.7675891659252664,-6.46450149529748,-7.582310137125538,-7.932205394078934,-8.646920628516513,-8.646920628516513,-8.749378384515945,-7.942931274525975,0.1038064516129032,0.8387096774193549,0.3221900861493153,45.0,84.6,344,Обрабатывающие производства,69.44,138.6,6.2,42.8,15.4,140.4,1.4,40.4,-5.6,69.44,139.5,75.062,72.251,-0.1758906664636641,-1.1326135779574773,0.184,0.5720000000000001,0.244,0.321,0.425,1.4526666666666668,1.7,1145173.9,8.732298212524754e-07
45,45,Удмуртская Республика,84,0.262,0.4427188724235731,73.8,45,46,46,1936,0.0015368958197386,-6.477990598285347,1259682,3.016634356925002e-05,3.969255732796055e-05,0.00014765631326,2.14339809570987e-05,0.0004112148939176,38,50,186,27,518,819,0.06501640890318999,-0.1655172413793103,965.7,110.38,0.4802350645115562,0.6771314916700325,1,"Русские (ведруссы, великороссы, древляне, кержаки, молокане, русаки, сибиряки, староверы)",0.6567800984779554,-7.338285782268922,-7.796394623862538,-8.820623192408735,-10.1343468606937,-10.1343468606937,-10.40878370639546,-10.75053300011752,0.0673399014778325,0.5862068965517241,0.2594993284727968,47.6,70.15,352,Обрабатывающие производства,43.57,166.8,-2.1,55.8,11.7,177.8,6.0,59.9,6.9,43.57,172.3,57.605,50.5875,-0.534082485930258,-1.349001164152965,0.187,0.561,0.252,0.334,0.45,1.3456666666666666,1.0,766752.8,1.3042013019059076e-06
